50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|2|
54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|
58|57|56|50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|
55|54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|
47|45|42|41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|
49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|
48|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|
40|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|2|1|
57|56|50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|1|
41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|
54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|
41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|
55|54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|
46|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
59|54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|
43|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|2|
43|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|2|
58|57|56|50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|
55|54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|
58|57|56|50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|
45|42|41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|
40|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|2|1|
42|41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|
51|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|
59|54|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|
58|57|56|50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|
52|47|45|42|41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|
49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|
40|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|2|1|
47|45|42|41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|
51|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|
47|45|42|41|21|6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|
12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
15|16|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|
11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
8|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
17|20|19|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
2|3|4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|
7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
18|2|3|4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|
6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
15|16|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|
17|20|19|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
2|3|4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|
15|16|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|
10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
17|20|19|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
9|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
19|20|19|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
3|4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
16|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|
7|10|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
50|51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|
52|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
45|44|45|44|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
50|51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|
53|52|53|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|
57|58|59|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
52|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
41|40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|
52|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
50|51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|
54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
46|2|3|4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|
40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
52|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
59|58|59|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
44|45|44|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
53|52|53|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
45|44|45|44|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
44|45|44|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
52|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
41|40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|
51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
47|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
42|43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
52|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
41|40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|
40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
47|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
50|51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|
58|59|58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
56|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|
42|43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
53|52|53|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
53|52|53|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
41|40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|
51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
41|40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|
42|43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
44|45|44|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|
47|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
46|2|3|4|5|6|7|10|11|12|13|14|15|16|11|12|13|14|15|16|
59|58|59|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
45|44|45|44|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|
54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
58|59|58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|
43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
41|40|41|40|29|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|
54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
42|43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
50|51|50|51|49|53|52|47|48|39|48|47|48|39|48|47|48|39|48|47|
42|43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|
43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
43|42|43|31|36|39|48|47|48|39|48|47|48|39|48|47|48|39|48|47|
55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|
16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
0|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|
10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
1|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
11|12|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
13|12|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|
15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
5|6|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|
15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
0|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|
17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|
19|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|
1|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|
16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
6|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|
5|6|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|
0|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|
2|1|2|3|4|5|6|7|8|7|8|7|8|7|8|7|8|7|8|7|
13|12|11|12|13|14|15|16|11|12|13|14|15|16|11|12|13|14|15|16|
0|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|
18|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|
42|43|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|33|31|33|
55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
45|44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|
40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
43|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|
41|40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
54|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
46|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
52|47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|
44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|
50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|
59|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|
42|43|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|33|31|33|
41|40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
46|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
52|47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
41|40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
52|47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|
45|44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|
57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|
44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|
42|43|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|33|31|33|
59|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|
52|47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|
46|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|38|
48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|
57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|
40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
42|43|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|33|31|33|
54|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
49|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|
45|44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|
58|57|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|
55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|
53|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|
51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|
54|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
49|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|
54|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
41|40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|
59|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|
53|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|
44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|
49|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|
47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|38|
40|29|30|17|15|16|11|12|13|14|15|16|11|12|13|14|15|16|11|12|
45|44|36|35|34|35|36|35|34|35|36|35|34|35|36|35|34|35|36|35|
46|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|
54|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
46|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
52|47|48|39|38|37|38|39|38|37|38|39|38|37|38|39|38|37|38|39|
50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|50|51|49|51|
43|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|33|31|33|32|
56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|56|55|54|55|
5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|
2|1|2|3|4|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|
1|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
15|14|13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|
8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|
6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
16|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|
12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
0|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|
10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
19|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|
15|14|13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|
19|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|
14|13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|
14|13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
6|5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|
17|15|14|13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|
5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|
10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|8|7|
5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|
12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
5|4|3|2|1|25|2|1|25|2|1|25|2|1|25|2|1|25|2|1|
12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|
13|12|11|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|9|10|
55|54|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|
51|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|10|
54|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|10|
59|54|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|
55|54|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|
49|51|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|
55|54|49|51|50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|
52|47|45|42|41|21|20|17|15|14|13|12|11|10|9|10|9|10|9|10|
50|37|34|32|27|26|14|13|12|11|10|9|10|9|10|9|10|9|10|9|
42|41|21|20|17|15|14|13|12|11|10|9|10|9|10|9|10|9|10|9|
40|29|30|17|15|14|13|12|11|10|9|10|9|10|9|10|9|10|9|10|
